Longitude Bin,Latitude Bin,Longitude,Latitude,"PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3"
"(-1.79995, -1.79993]","(53.80607, 53.806079]",,,,,
"(-1.79995, -1.79993]","(53.806079, 53.806087]",,,,,
"(-1.79995, -1.79993]","(53.806087, 53.806096]",,,,,
"(-1.79995, -1.79993]","(53.806096, 53.806105]",,,,,
"(-1.79995, -1.79993]","(53.806105, 53.806114]",,,,,
"(-1.79995, -1.79993]","(53.806114, 53.806123]",,,,,
"(-1.79995, -1.79993]","(53.806123, 53.806132]",,,,,
"(-1.79995, -1.79993]","(53.806132, 53.806141]",,,,,
"(-1.79995, -1.79993]","(53.806141, 53.80615]",,,,,
"(-1.79995, -1.79993]","(53.80615, 53.806159]",,,,,
"(-1.79995, -1.79993]","(53.806159, 53.806168]",,,,,
"(-1.79995, -1.79993]","(53.806168, 53.806177]",,,,,
"(-1.79995, -1.79993]","(53.806177, 53.806186]",,,,,
"(-1.79995, -1.79993]","(53.806186, 53.806195]",,,,,
"(-1.79995, -1.79993]","(53.806195, 53.806204]",,,,,
"(-1.79995, -1.79993]","(53.806204, 53.806213]",,,,,
"(-1.79995, -1.79993]","(53.806213, 53.806222]",,,,,
"(-1.79995, -1.79993]","(53.806222, 53.806231]",,,,,
"(-1.79995, -1.79993]","(53.806231, 53.80624]",,,,,
"(-1.79995, -1.79993]","(53.80624, 53.806249]",,,,,
"(-1.79995, -1.79993]","(53.806249, 53.806258]",,,,,
"(-1.79995, -1.79993]","(53.806258, 53.806267]",,,,,
"(-1.79995, -1.79993]","(53.806267, 53.806276]",,,,,
"(-1.79995, -1.79993]","(53.806276, 53.806284]",,,,,
"(-1.79995, -1.79993]","(53.806284, 53.806293]",,,,,
"(-1.79995, -1.79993]","(53.806293, 53.806302]",,,,,
"(-1.79995, -1.79993]","(53.806302, 53.806311]",,,,,
"(-1.79995, -1.79993]","(53.806311, 53.80632]",,,,,
"(-1.79995, -1.79993]","(53.80632, 53.806329]",,,,,
"(-1.79995, -1.79993]","(53.806329, 53.806338]",,,,,
"(-1.79995, -1.79993]","(53.806338, 53.806347]",,,,,
"(-1.79995, -1.79993]","(53.806347, 53.806356]",,,,,
"(-1.79993, -1.79992]","(53.805272, 53.805282]",,,,,
"(-1.79993, -1.79992]","(53.805282, 53.805291]",,,,,
"(-1.79993, -1.79992]","(53.805291, 53.8053]",,,,,
"(-1.79993, -1.79992]","(53.8053, 53.805309]",,,,,
"(-1.79993, -1.79992]","(53.805309, 53.805317]",,,,,
"(-1.79993, -1.79992]","(53.805317, 53.805326]",,,,,
"(-1.79993, -1.79992]","(53.805326, 53.805335]",,,,,
"(-1.79993, -1.79992]","(53.805335, 53.805344]",,,,,
"(-1.79993, -1.79992]","(53.805344, 53.805353]",,,,,
"(-1.79993, -1.79992]","(53.805353, 53.805362]",,,,,
"(-1.79993, -1.79992]","(53.805362, 53.805371]",,,,,
"(-1.79993, -1.79992]","(53.805371, 53.80538]",,,,,
"(-1.79993, -1.79992]","(53.80538, 53.805389]",,,,,
"(-1.79993, -1.79992]","(53.805389, 53.805398]",,,,,
"(-1.79993, -1.79992]","(53.805398, 53.805407]",,,,,
"(-1.79993, -1.79992]","(53.805407, 53.805416]",,,,,
"(-1.79993, -1.79992]","(53.805416, 53.805425]",,,,,
"(-1.79993, -1.79992]","(53.805425, 53.805434]",,,,,
"(-1.79993, -1.79992]","(53.805434, 53.805443]",,,,,
"(-1.79993, -1.79992]","(53.805443, 53.805452]",,,,,
"(-1.79993, -1.79992]","(53.805452, 53.805461]",,,,,
"(-1.79993, -1.79992]","(53.805461, 53.80547]",,,,,
"(-1.79993, -1.79992]","(53.80547, 53.805479]",,,,,
"(-1.79993, -1.79992]","(53.805479, 53.805488]",,,,,
"(-1.79993, -1.79992]","(53.805488, 53.805497]",,,,,
"(-1.79993, -1.79992]","(53.805497, 53.805505]",,,,,
"(-1.79993, -1.79992]","(53.805505, 53.805514]",,,,,
"(-1.79993, -1.79992]","(53.805514, 53.805523]",,,,,
"(-1.79993, -1.79992]","(53.805523, 53.805532]",,,,,
"(-1.79993, -1.79992]","(53.805532, 53.805541]",,,,,
"(-1.79993, -1.79992]","(53.805541, 53.80555]",,,,,
"(-1.79993, -1.79992]","(53.80555, 53.805559]",,,,,
"(-1.79993, -1.79992]","(53.805559, 53.805568]",,,,,
"(-1.79993, -1.79992]","(53.805568, 53.805577]",,,,,
"(-1.79993, -1.79992]","(53.805577, 53.805586]",,,,,
"(-1.79993, -1.79992]","(53.805586, 53.805595]",,,,,
"(-1.79993, -1.79992]","(53.805595, 53.805604]",,,,,
"(-1.79993, -1.79992]","(53.805604, 53.805613]",,,,,
"(-1.79993, -1.79992]","(53.805613, 53.805622]",,,,,
"(-1.79993, -1.79992]","(53.805622, 53.805631]",,,,,
"(-1.79993, -1.79992]","(53.805631, 53.80564]",,,,,
"(-1.79993, -1.79992]","(53.80564, 53.805649]",,,,,
"(-1.79993, -1.79992]","(53.805649, 53.805658]",,,,,
"(-1.79993, -1.79992]","(53.805658, 53.805667]",,,,,
"(-1.79993, -1.79992]","(53.805667, 53.805676]",,,,,
"(-1.79993, -1.79992]","(53.805676, 53.805685]",,,,,
"(-1.79993, -1.79992]","(53.805685, 53.805694]",,,,,
"(-1.79993, -1.79992]","(53.805694, 53.805702]",,,,,
"(-1.79993, -1.79992]","(53.805702, 53.805711]",,,,,
"(-1.79993, -1.79992]","(53.805711, 53.80572]",,,,,
"(-1.79993, -1.79992]","(53.80572, 53.805729]",,,,,
"(-1.79993, -1.79992]","(53.805729, 53.805738]",,,,,
"(-1.79993, -1.79992]","(53.805738, 53.805747]",,,,,
"(-1.79993, -1.79992]","(53.805747, 53.805756]",,,,,
"(-1.79993, -1.79992]","(53.805756, 53.805765]",,,,,
"(-1.79993, -1.79992]","(53.805765, 53.805774]",,,,,
"(-1.79993, -1.79992]","(53.805774, 53.805783]",,,,,
"(-1.79993, -1.79992]","(53.805783, 53.805792]",,,,,
"(-1.79993, -1.79992]","(53.805792, 53.805801]",,,,,
"(-1.79993, -1.79992]","(53.805801, 53.80581]",,,,,
"(-1.79993, -1.79992]","(53.80581, 53.805819]",,,,,
"(-1.79993, -1.79992]","(53.805819, 53.805828]",,,,,
"(-1.79993, -1.79992]","(53.805828, 53.805837]",,,,,
"(-1.79993, -1.79992]","(53.805837, 53.805846]",,,,,
"(-1.79993, -1.79992]","(53.805846, 53.805855]",,,,,
"(-1.79993, -1.79992]","(53.805855, 53.805864]",,,,,
"(-1.79993, -1.79992]","(53.805864, 53.805873]",,,,,
"(-1.79993, -1.79992]","(53.805873, 53.805882]",,,,,
"(-1.79993, -1.79992]","(53.805882, 53.805891]",,,,,
"(-1.79993, -1.79992]","(53.805891, 53.805899]",,,,,
"(-1.79993, -1.79992]","(53.805899, 53.805908]",,,,,
"(-1.79993, -1.79992]","(53.805908, 53.805917]",,,,,
"(-1.79993, -1.79992]","(53.805917, 53.805926]",,,,,
"(-1.79993, -1.79992]","(53.805926, 53.805935]",,,,,
"(-1.79993, -1.79992]","(53.805935, 53.805944]",,,,,
"(-1.79993, -1.79992]","(53.805944, 53.805953]",,,,,
"(-1.79993, -1.79992]","(53.805953, 53.805962]",,,,,
"(-1.79993, -1.79992]","(53.805962, 53.805971]",,,,,
"(-1.79993, -1.79992]","(53.805971, 53.80598]",,,,,
"(-1.79993, -1.79992]","(53.80598, 53.805989]",,,,,
"(-1.79993, -1.79992]","(53.805989, 53.805998]",,,,,
"(-1.79993, -1.79992]","(53.805998, 53.806007]",,,,,
"(-1.79993, -1.79992]","(53.806007, 53.806016]",,,,,
"(-1.79993, -1.79992]","(53.806016, 53.806025]",,,,,
"(-1.79993, -1.79992]","(53.806025, 53.806034]",,,,,
"(-1.79993, -1.79992]","(53.806034, 53.806043]",,,,,
"(-1.79993, -1.79992]","(53.806043, 53.806052]",,,,,
"(-1.79993, -1.79992]","(53.806052, 53.806061]",,,,,
"(-1.79993, -1.79992]","(53.806061, 53.80607]",,,,,
"(-1.79993, -1.79992]","(53.80607, 53.806079]",,,,,
"(-1.79993, -1.79992]","(53.806079, 53.806087]",,,,,
"(-1.79993, -1.79992]","(53.806087, 53.806096]",,,,,
"(-1.79993, -1.79992]","(53.806096, 53.806105]",,,,,
"(-1.79993, -1.79992]","(53.806105, 53.806114]",,,,,
"(-1.79993, -1.79992]","(53.806114, 53.806123]",,,,,
"(-1.79993, -1.79992]","(53.806123, 53.806132]",,,,,
"(-1.79993, -1.79992]","(53.806132, 53.806141]",,,,,
"(-1.79993, -1.79992]","(53.806141, 53.80615]",,,,,
"(-1.79993, -1.79992]","(53.80615, 53.806159]",,,,,
"(-1.79993, -1.79992]","(53.806159, 53.806168]",,,,,
"(-1.79993, -1.79992]","(53.806168, 53.806177]",,,,,
"(-1.79993, -1.79992]","(53.806177, 53.806186]",,,,,
"(-1.79993, -1.79992]","(53.806186, 53.806195]",,,,,
"(-1.79993, -1.79992]","(53.806195, 53.806204]",,,,,
"(-1.79993, -1.79992]","(53.806204, 53.806213]",,,,,
"(-1.79993, -1.79992]","(53.806213, 53.806222]",,,,,
"(-1.79993, -1.79992]","(53.806222, 53.806231]",,,,,
"(-1.79993, -1.79992]","(53.806231, 53.80624]",,,,,
"(-1.79993, -1.79992]","(53.80624, 53.806249]",,,,,
"(-1.79993, -1.79992]","(53.806249, 53.806258]",,,,,
"(-1.79993, -1.79992]","(53.806258, 53.806267]",,,,,
"(-1.79993, -1.79992]","(53.806267, 53.806276]",,,,,
"(-1.79993, -1.79992]","(53.806276, 53.806284]",,,,,
"(-1.79993, -1.79992]","(53.806284, 53.806293]",,,,,
"(-1.79993, -1.79992]","(53.806293, 53.806302]",,,,,
"(-1.79993, -1.79992]","(53.806302, 53.806311]",,,,,
"(-1.79993, -1.79992]","(53.806311, 53.80632]",,,,,
"(-1.79993, -1.79992]","(53.80632, 53.806329]",,,,,
"(-1.79993, -1.79992]","(53.806329, 53.806338]",,,,,
"(-1.79993, -1.79992]","(53.806338, 53.806347]",,,,,
"(-1.79993, -1.79992]","(53.806347, 53.806356]",,,,,
"(-1.79992, -1.7999]","(53.805272, 53.805282]",,,,,
"(-1.79992, -1.7999]","(53.805282, 53.805291]",,,,,
"(-1.79992, -1.7999]","(53.805291, 53.8053]",,,,,
"(-1.79992, -1.7999]","(53.8053, 53.805309]",,,,,
"(-1.79992, -1.7999]","(53.805309, 53.805317]",,,,,
"(-1.79992, -1.7999]","(53.805317, 53.805326]",,,,,
"(-1.79992, -1.7999]","(53.805326, 53.805335]",,,,,
"(-1.79992, -1.7999]","(53.805335, 53.805344]",,,,,
"(-1.79992, -1.7999]","(53.805344, 53.805353]",,,,,
"(-1.79992, -1.7999]","(53.805353, 53.805362]",,,,,
"(-1.79992, -1.7999]","(53.805362, 53.805371]",,,,,
"(-1.79992, -1.7999]","(53.805371, 53.80538]",,,,,
"(-1.79992, -1.7999]","(53.80538, 53.805389]",,,,,
"(-1.79992, -1.7999]","(53.805389, 53.805398]",,,,,
"(-1.79992, -1.7999]","(53.805398, 53.805407]",,,,,
"(-1.79992, -1.7999]","(53.805407, 53.805416]",,,,,
"(-1.79992, -1.7999]","(53.805416, 53.805425]",,,,,
"(-1.79992, -1.7999]","(53.805425, 53.805434]",,,,,
"(-1.79992, -1.7999]","(53.805434, 53.805443]",,,,,
"(-1.79992, -1.7999]","(53.805443, 53.805452]",,,,,
"(-1.79992, -1.7999]","(53.805452, 53.805461]",,,,,
"(-1.79992, -1.7999]","(53.805461, 53.80547]",,,,,
"(-1.79992, -1.7999]","(53.80547, 53.805479]",,,,,
"(-1.79992, -1.7999]","(53.805479, 53.805488]",,,,,
"(-1.79992, -1.7999]","(53.805488, 53.805497]",,,,,
"(-1.79992, -1.7999]","(53.805497, 53.805505]",,,,,
"(-1.79992, -1.7999]","(53.805505, 53.805514]",,,,,
"(-1.79992, -1.7999]","(53.805514, 53.805523]",,,,,
"(-1.79992, -1.7999]","(53.805523, 53.805532]",,,,,
"(-1.79992, -1.7999]","(53.805532, 53.805541]",,,,,
"(-1.79992, -1.7999]","(53.805541, 53.80555]",,,,,
"(-1.79992, -1.7999]","(53.80555, 53.805559]",,,,,
"(-1.79992, -1.7999]","(53.805559, 53.805568]",,,,,
"(-1.79992, -1.7999]","(53.805568, 53.805577]",,,,,
"(-1.79992, -1.7999]","(53.805577, 53.805586]",,,,,
"(-1.79992, -1.7999]","(53.805586, 53.805595]",,,,,
"(-1.79992, -1.7999]","(53.805595, 53.805604]",,,,,
"(-1.79992, -1.7999]","(53.805604, 53.805613]",,,,,
"(-1.79992, -1.7999]","(53.805613, 53.805622]",,,,,
"(-1.79992, -1.7999]","(53.805622, 53.805631]",,,,,
"(-1.79992, -1.7999]","(53.805631, 53.80564]",,,,,
"(-1.79992, -1.7999]","(53.80564, 53.805649]",,,,,
"(-1.79992, -1.7999]","(53.805649, 53.805658]",,,,,
"(-1.79992, -1.7999]","(53.805658, 53.805667]",,,,,
"(-1.79992, -1.7999]","(53.805667, 53.805676]",,,,,
"(-1.79992, -1.7999]","(53.805676, 53.805685]",,,,,
"(-1.79992, -1.7999]","(53.805685, 53.805694]",,,,,
"(-1.79992, -1.7999]","(53.805694, 53.805702]",,,,,
"(-1.79992, -1.7999]","(53.805702, 53.805711]",,,,,
"(-1.79992, -1.7999]","(53.805711, 53.80572]",,,,,
"(-1.79992, -1.7999]","(53.80572, 53.805729]",,,,,
"(-1.79992, -1.7999]","(53.805729, 53.805738]",,,,,
"(-1.79992, -1.7999]","(53.805738, 53.805747]",,,,,
"(-1.79992, -1.7999]","(53.805747, 53.805756]",,,,,
"(-1.79992, -1.7999]","(53.805756, 53.805765]",,,,,
"(-1.79992, -1.7999]","(53.805765, 53.805774]",,,,,
"(-1.79992, -1.7999]","(53.805774, 53.805783]",,,,,
"(-1.79992, -1.7999]","(53.805783, 53.805792]",,,,,
"(-1.79992, -1.7999]","(53.805792, 53.805801]",,,,,
"(-1.79992, -1.7999]","(53.805801, 53.80581]",,,,,
"(-1.79992, -1.7999]","(53.80581, 53.805819]",,,,,
"(-1.79992, -1.7999]","(53.805819, 53.805828]",,,,,
"(-1.79992, -1.7999]","(53.805828, 53.805837]",,,,,
"(-1.79992, -1.7999]","(53.805837, 53.805846]",,,,,
"(-1.79992, -1.7999]","(53.805846, 53.805855]",,,,,
"(-1.79992, -1.7999]","(53.805855, 53.805864]",,,,,
"(-1.79992, -1.7999]","(53.805864, 53.805873]",,,,,
"(-1.79992, -1.7999]","(53.805873, 53.805882]",,,,,
"(-1.79992, -1.7999]","(53.805882, 53.805891]",,,,,
"(-1.79992, -1.7999]","(53.805891, 53.805899]",,,,,
"(-1.79992, -1.7999]","(53.805899, 53.805908]",,,,,
"(-1.79992, -1.7999]","(53.805908, 53.805917]",,,,,
"(-1.79992, -1.7999]","(53.805917, 53.805926]",,,,,
"(-1.79992, -1.7999]","(53.805926, 53.805935]",,,,,
"(-1.79992, -1.7999]","(53.805935, 53.805944]",,,,,
"(-1.79992, -1.7999]","(53.805944, 53.805953]",,,,,
"(-1.79992, -1.7999]","(53.805953, 53.805962]",,,,,
"(-1.79992, -1.7999]","(53.805962, 53.805971]",,,,,
"(-1.79992, -1.7999]","(53.805971, 53.80598]",,,,,
"(-1.79992, -1.7999]","(53.80598, 53.805989]",,,,,
"(-1.79992, -1.7999]","(53.805989, 53.805998]",,,,,
"(-1.79992, -1.7999]","(53.805998, 53.806007]",,,,,
"(-1.79992, -1.7999]","(53.806007, 53.806016]",,,,,
"(-1.79992, -1.7999]","(53.806016, 53.806025]",,,,,
"(-1.79992, -1.7999]","(53.806025, 53.806034]",,,,,
"(-1.79992, -1.7999]","(53.806034, 53.806043]",,,,,
"(-1.79992, -1.7999]","(53.806043, 53.806052]",,,,,
"(-1.79992, -1.7999]","(53.806052, 53.806061]",,,,,
"(-1.79992, -1.7999]","(53.806061, 53.80607]",,,,,
"(-1.79992, -1.7999]","(53.80607, 53.806079]",,,,,
"(-1.79992, -1.7999]","(53.806079, 53.806087]",,,,,
"(-1.79992, -1.7999]","(53.806087, 53.806096]",,,,,
"(-1.79992, -1.7999]","(53.806096, 53.806105]",,,,,
"(-1.79992, -1.7999]","(53.806105, 53.806114]",,,,,
"(-1.79992, -1.7999]","(53.806114, 53.806123]",,,,,
"(-1.79992, -1.7999]","(53.806123, 53.806132]",,,,,
"(-1.79992, -1.7999]","(53.806132, 53.806141]",,,,,
"(-1.79992, -1.7999]","(53.806141, 53.80615]",,,,,
"(-1.79992, -1.7999]","(53.80615, 53.806159]",,,,,
"(-1.79992, -1.7999]","(53.806159, 53.806168]",,,,,
"(-1.79992, -1.7999]","(53.806168, 53.806177]",,,,,
"(-1.79992, -1.7999]","(53.806177, 53.806186]",,,,,
"(-1.79992, -1.7999]","(53.806186, 53.806195]",,,,,
"(-1.79992, -1.7999]","(53.806195, 53.806204]",,,,,
"(-1.79992, -1.7999]","(53.806204, 53.806213]",,,,,
"(-1.79992, -1.7999]","(53.806213, 53.806222]",,,,,
"(-1.79992, -1.7999]","(53.806222, 53.806231]",,,,,
"(-1.79992, -1.7999]","(53.806231, 53.80624]",,,,,
"(-1.79992, -1.7999]","(53.80624, 53.806249]",,,,,
"(-1.79992, -1.7999]","(53.806249, 53.806258]",,,,,
"(-1.79992, -1.7999]","(53.806258, 53.806267]",,,,,
"(-1.79992, -1.7999]","(53.806267, 53.806276]",,,,,
"(-1.79992, -1.7999]","(53.806276, 53.806284]",,,,,
"(-1.79992, -1.7999]","(53.806284, 53.806293]",,,,,
"(-1.79992, -1.7999]","(53.806293, 53.806302]",,,,,
"(-1.79992, -1.7999]","(53.806302, 53.806311]",,,,,
"(-1.79992, -1.7999]","(53.806311, 53.80632]",,,,,
"(-1.79992, -1.7999]","(53.80632, 53.806329]",,,,,
"(-1.79992, -1.7999]","(53.806329, 53.806338]",,,,,
"(-1.79992, -1.7999]","(53.806338, 53.806347]",,,,,
"(-1.79992, -1.7999]","(53.806347, 53.806356]",,,,,
"(-1.7999, -1.79989]","(53.805272, 53.805282]",,,,,
"(-1.7999, -1.79989]","(53.805282, 53.805291]",,,,,
"(-1.7999, -1.79989]","(53.805291, 53.8053]",,,,,
"(-1.7999, -1.79989]","(53.8053, 53.805309]",,,,,
"(-1.7999, -1.79989]","(53.805309, 53.805317]",,,,,
"(-1.7999, -1.79989]","(53.805317, 53.805326]",,,,,
"(-1.7999, -1.79989]","(53.805326, 53.805335]",,,,,
"(-1.7999, -1.79989]","(53.805335, 53.805344]",,,,,
"(-1.7999, -1.79989]","(53.805344, 53.805353]",,,,,
"(-1.7999, -1.79989]","(53.805353, 53.805362]",,,,,
"(-1.7999, -1.79989]","(53.805362, 53.805371]",,,,,
"(-1.7999, -1.79989]","(53.805371, 53.80538]",,,,,
"(-1.7999, -1.79989]","(53.80538, 53.805389]",,,,,
"(-1.7999, -1.79989]","(53.805389, 53.805398]",,,,,
"(-1.7999, -1.79989]","(53.805398, 53.805407]",,,,,
"(-1.7999, -1.79989]","(53.805407, 53.805416]",,,,,
"(-1.7999, -1.79989]","(53.805416, 53.805425]",,,,,
"(-1.7999, -1.79989]","(53.805425, 53.805434]",,,,,
"(-1.7999, -1.79989]","(53.805434, 53.805443]",,,,,
"(-1.7999, -1.79989]","(53.805443, 53.805452]",,,,,
"(-1.7999, -1.79989]","(53.805452, 53.805461]",,,,,
"(-1.7999, -1.79989]","(53.805461, 53.80547]",,,,,
"(-1.7999, -1.79989]","(53.80547, 53.805479]",,,,,
"(-1.7999, -1.79989]","(53.805479, 53.805488]",,,,,
"(-1.7999, -1.79989]","(53.805488, 53.805497]",,,,,
"(-1.7999, -1.79989]","(53.805497, 53.805505]",,,,,
"(-1.7999, -1.79989]","(53.805505, 53.805514]",,,,,
"(-1.7999, -1.79989]","(53.805514, 53.805523]",,,,,
"(-1.7999, -1.79989]","(53.805523, 53.805532]",,,,,
"(-1.7999, -1.79989]","(53.805532, 53.805541]",,,,,
"(-1.7999, -1.79989]","(53.805541, 53.80555]",,,,,
"(-1.7999, -1.79989]","(53.80555, 53.805559]",,,,,
"(-1.7999, -1.79989]","(53.805559, 53.805568]",,,,,
"(-1.7999, -1.79989]","(53.805568, 53.805577]",,,,,
"(-1.7999, -1.79989]","(53.805577, 53.805586]",,,,,
"(-1.7999, -1.79989]","(53.805586, 53.805595]",,,,,
"(-1.7999, -1.79989]","(53.805595, 53.805604]",,,,,
"(-1.7999, -1.79989]","(53.805604, 53.805613]",,,,,
"(-1.7999, -1.79989]","(53.805613, 53.805622]",,,,,
"(-1.7999, -1.79989]","(53.805622, 53.805631]",,,,,
"(-1.7999, -1.79989]","(53.805631, 53.80564]",,,,,
"(-1.7999, -1.79989]","(53.80564, 53.805649]",,,,,
"(-1.7999, -1.79989]","(53.805649, 53.805658]",,,,,
"(-1.7999, -1.79989]","(53.805658, 53.805667]",,,,,
"(-1.7999, -1.79989]","(53.805667, 53.805676]",,,,,
"(-1.7999, -1.79989]","(53.805676, 53.805685]",,,,,
"(-1.7999, -1.79989]","(53.805685, 53.805694]",,,,,
"(-1.7999, -1.79989]","(53.805694, 53.805702]",,,,,
"(-1.7999, -1.79989]","(53.805702, 53.805711]",,,,,
"(-1.7999, -1.79989]","(53.805711, 53.80572]",,,,,
"(-1.7999, -1.79989]","(53.80572, 53.805729]",,,,,
"(-1.7999, -1.79989]","(53.805729, 53.805738]",,,,,
"(-1.7999, -1.79989]","(53.805738, 53.805747]",,,,,
"(-1.7999, -1.79989]","(53.805747, 53.805756]",,,,,
"(-1.7999, -1.79989]","(53.805756, 53.805765]",,,,,
"(-1.7999, -1.79989]","(53.805765, 53.805774]",,,,,
"(-1.7999, -1.79989]","(53.805774, 53.805783]",,,,,
"(-1.7999, -1.79989]","(53.805783, 53.805792]",,,,,
"(-1.7999, -1.79989]","(53.805792, 53.805801]",,,,,
"(-1.7999, -1.79989]","(53.805801, 53.80581]",,,,,
"(-1.7999, -1.79989]","(53.80581, 53.805819]",,,,,
"(-1.7999, -1.79989]","(53.805819, 53.805828]",,,,,
"(-1.7999, -1.79989]","(53.805828, 53.805837]",,,,,
"(-1.7999, -1.79989]","(53.805837, 53.805846]",,,,,
"(-1.7999, -1.79989]","(53.805846, 53.805855]",,,,,
"(-1.7999, -1.79989]","(53.805855, 53.805864]",,,,,
"(-1.7999, -1.79989]","(53.805864, 53.805873]",,,,,
"(-1.7999, -1.79989]","(53.805873, 53.805882]",,,,,
"(-1.7999, -1.79989]","(53.805882, 53.805891]",,,,,
"(-1.7999, -1.79989]","(53.805891, 53.805899]",,,,,
"(-1.7999, -1.79989]","(53.805899, 53.805908]",,,,,
"(-1.7999, -1.79989]","(53.805908, 53.805917]",,,,,
"(-1.7999, -1.79989]","(53.805917, 53.805926]",,,,,
"(-1.7999, -1.79989]","(53.805926, 53.805935]",,,,,
"(-1.7999, -1.79989]","(53.805935, 53.805944]",,,,,
"(-1.7999, -1.79989]","(53.805944, 53.805953]",,,,,
"(-1.7999, -1.79989]","(53.805953, 53.805962]",,,,,
"(-1.7999, -1.79989]","(53.805962, 53.805971]",,,,,
"(-1.7999, -1.79989]","(53.805971, 53.80598]",,,,,
"(-1.7999, -1.79989]","(53.80598, 53.805989]",,,,,
"(-1.7999, -1.79989]","(53.805989, 53.805998]",,,,,
"(-1.7999, -1.79989]","(53.805998, 53.806007]",,,,,
"(-1.7999, -1.79989]","(53.806007, 53.806016]",,,,,
"(-1.7999, -1.79989]","(53.806016, 53.806025]",,,,,
"(-1.7999, -1.79989]","(53.806025, 53.806034]",,,,,
"(-1.7999, -1.79989]","(53.806034, 53.806043]",,,,,
"(-1.7999, -1.79989]","(53.806043, 53.806052]",,,,,
"(-1.7999, -1.79989]","(53.806052, 53.806061]",,,,,
"(-1.7999, -1.79989]","(53.806061, 53.80607]",,,,,
"(-1.7999, -1.79989]","(53.80607, 53.806079]",,,,,
"(-1.7999, -1.79989]","(53.806079, 53.806087]",,,,,
"(-1.7999, -1.79989]","(53.806087, 53.806096]",,,,,
"(-1.7999, -1.79989]","(53.806096, 53.806105]",,,,,
"(-1.7999, -1.79989]","(53.806105, 53.806114]",,,,,
"(-1.7999, -1.79989]","(53.806114, 53.806123]",,,,,
"(-1.7999, -1.79989]","(53.806123, 53.806132]",,,,,
"(-1.7999, -1.79989]","(53.806132, 53.806141]",,,,,
"(-1.7999, -1.79989]","(53.806141, 53.80615]",,,,,
"(-1.7999, -1.79989]","(53.80615, 53.806159]",,,,,
"(-1.7999, -1.79989]","(53.806159, 53.806168]",,,,,
"(-1.7999, -1.79989]","(53.806168, 53.806177]",,,,,
"(-1.7999, -1.79989]","(53.806177, 53.806186]",,,,,
"(-1.7999, -1.79989]","(53.806186, 53.806195]",,,,,
"(-1.7999, -1.79989]","(53.806195, 53.806204]",,,,,
"(-1.7999, -1.79989]","(53.806204, 53.806213]",,,,,
"(-1.7999, -1.79989]","(53.806213, 53.806222]",,,,,
"(-1.7999, -1.79989]","(53.806222, 53.806231]",,,,,
"(-1.7999, -1.79989]","(53.806231, 53.80624]",,,,,
"(-1.7999, -1.79989]","(53.80624, 53.806249]",,,,,
"(-1.7999, -1.79989]","(53.806249, 53.806258]",,,,,
"(-1.7999, -1.79989]","(53.806258, 53.806267]",,,,,
"(-1.7999, -1.79989]","(53.806267, 53.806276]",,,,,
"(-1.7999, -1.79989]","(53.806276, 53.806284]",,,,,
"(-1.7999, -1.79989]","(53.806284, 53.806293]",,,,,
"(-1.7999, -1.79989]","(53.806293, 53.806302]",,,,,
"(-1.7999, -1.79989]","(53.806302, 53.806311]",,,,,
"(-1.7999, -1.79989]","(53.806311, 53.80632]",,,,,
"(-1.7999, -1.79989]","(53.80632, 53.806329]",,,,,
"(-1.7999, -1.79989]","(53.806329, 53.806338]",,,,,
"(-1.7999, -1.79989]","(53.806338, 53.806347]",,,,,
"(-1.7999, -1.79989]","(53.806347, 53.806356]",,,,,
"(-1.79989, -1.79987]","(53.805272, 53.805282]",,,,,
"(-1.79989, -1.79987]","(53.805282, 53.805291]",,,,,
"(-1.79989, -1.79987]","(53.805291, 53.8053]",,,,,
"(-1.79989, -1.79987]","(53.8053, 53.805309]",,,,,
"(-1.79989, -1.79987]","(53.805309, 53.805317]",,,,,
"(-1.79989, -1.79987]","(53.805317, 53.805326]",,,,,
"(-1.79989, -1.79987]","(53.805326, 53.805335]",,,,,
"(-1.79989, -1.79987]","(53.805335, 53.805344]",,,,,
"(-1.79989, -1.79987]","(53.805344, 53.805353]",,,,,
"(-1.79989, -1.79987]","(53.805353, 53.805362]",,,,,
"(-1.79989, -1.79987]","(53.805362, 53.805371]",,,,,
"(-1.79989, -1.79987]","(53.805371, 53.80538]",,,,,
"(-1.79989, -1.79987]","(53.80538, 53.805389]",,,,,
"(-1.79989, -1.79987]","(53.805389, 53.805398]",,,,,
"(-1.79989, -1.79987]","(53.805398, 53.805407]",,,,,
"(-1.79989, -1.79987]","(53.805407, 53.805416]",,,,,
"(-1.79989, -1.79987]","(53.805416, 53.805425]",,,,,
"(-1.79989, -1.79987]","(53.805425, 53.805434]",,,,,
"(-1.79989, -1.79987]","(53.805434, 53.805443]",,,,,
"(-1.79989, -1.79987]","(53.805443, 53.805452]",,,,,
"(-1.79989, -1.79987]","(53.805452, 53.805461]",,,,,
"(-1.79989, -1.79987]","(53.805461, 53.80547]",,,,,
"(-1.79989, -1.79987]","(53.80547, 53.805479]",,,,,
"(-1.79989, -1.79987]","(53.805479, 53.805488]",,,,,
"(-1.79989, -1.79987]","(53.805488, 53.805497]",,,,,
"(-1.79989, -1.79987]","(53.805497, 53.805505]",,,,,
"(-1.79989, -1.79987]","(53.805505, 53.805514]",,,,,
